trade_name;substance_name;ean_code
Ibuprofen MODAFEN;Ibuprofenum;05909991532901
Ibuprofen MODAFEN;Ibuprofenum;05909991532918
Ibuprofen MODAFEN;Ibuprofenum;05909991532925
Ibuprofen MODAFEN;Ibuprofenum;05909991532932
Ibuprofen MODAFEN;Ibuprofenum;05909991532949
Ibuprofen MODAFEN;Ibuprofenum;05909991532956
Ibuprofen MODAFEN;Ibuprofenum;05909991532963
Ibuprofen MODAFEN;Ibuprofenum;05909991532970
Ibuprofen MODAFEN;Ibuprofenum;05909991532987
Ibuprofen MODAFEN;Ibuprofenum;05909991532994
Ibuprofen MODAFEN;Ibuprofenum;05909991533007
Ibuprofen MODAFEN;Ibuprofenum;05909991533014
Bravoxin;Szczepionka przeciw Clostridium perfringens typ A, B, C, D, chauvoei, novyi, septicum, sordelli, haemolyticum oraz przeciw tężcowi;8713184194084
Bravoxin;Szczepionka przeciw Clostridium perfringens typ A, B, C, D, chauvoei, novyi, septicum, sordelli, haemolyticum oraz przeciw tężcowi;5909991580483
Erwinase;Crisantaspasum;05056261700055
Vigamox;Moxifloxacinum;05909991454548
Hydrocortisonum Ziaja;Hydrocortisoni acetas;05901887039631
Scopolamine butylbromide Kalceks;Hyoscini butylbromidum;04750341007690
Scopolamine butylbromide Kalceks;Hyoscini butylbromidum;04750341007706
Elocom;Mometasoni furoas;05909991454579
Betaserc ODT;Betahistini dihydrochloridum;05909991454586
Betaserc ODT;Betahistini dihydrochloridum;05909991454593
Betaserc ODT;Betahistini dihydrochloridum;05909991454609
Lenalidomide Gedeon Richter;Lenalidomidum;05997001329726
Lenalidomide Gedeon Richter;Lenalidomidum;05997001329696
Lenalidomide Gedeon Richter;Lenalidomidum;05997001333921
Lenalidomide Gedeon Richter;Lenalidomidum;05997001329733
Lenalidomide Gedeon Richter;Lenalidomidum;05997001329702
Lenalidomide Gedeon Richter;Lenalidomidum;05997001333938
Lenalidomide Gedeon Richter;Lenalidomidum;05997001333945
Lenalidomide Gedeon Richter;Lenalidomidum;05997001329719
Lenalidomide Gedeon Richter;Lenalidomidum;05997001333952
Ertapenem AptaPharma;Ertapenemum;09120088300685
Beto 25 ZK;Metoprololi succinas;05909991515348
Beto 25 ZK;Metoprololi succinas;05909991515355
Concor Cor 2,5;Bisoprololi fumaras;05909991454623
Concor Cor 2,5;Bisoprololi fumaras;05909991454630
Kaldyum;Kalii chloridum;05909991454678
Kaldyum;Kalii chloridum;05909991454685
Lecalpin;Lercanidipini hydrochloridum;05909991454753
Lecalpin;Lercanidipini hydrochloridum;05909991454760
Carzap;Candesartanum cilexetili;05909991454777
Arthryl;Glucosamini sulfas;05909991454784
Arthryl;Glucosamini sulfas;05909991454791
Tobrex;Tobramycinum;05909991454807
Lecalpin;Lercanidipini hydrochloridum;05909991454814
Lecalpin;Lercanidipini hydrochloridum;05909991454821
Escitil;Escitalopramum;05909991454838
Venoruton Gel;O-(beta-hydroxyethyl)-rutosidea (Oxerutins);05909991454869
Huvamox;Amoxicillinum trihydricum;5909991454876
Huvamox;Amoxicillinum trihydricum;5909991521868
Huvamox;Amoxicillinum trihydricum;5909991521875
Huvamox;Amoxicillinum trihydricum;5909991521882
Carzap;Candesartanum cilexetili;05909991454883
Carzap;Candesartanum cilexetili;05909991454890
Taneven LC;Benzylpenicillinum procainum monohydricum;5909991454913
Taneven LC;Benzylpenicillinum procainum monohydricum;5909991454920
Taneven LC;Benzylpenicillinum procainum monohydricum;5909991454937
Taneven LC;Benzylpenicillinum procainum monohydricum;5909991454944
Avishield IBD Plus;Szczepionka przeciw zakaźnemu zapaleniu torby Fabrycjusza ptaków, żywa;8033829752746
Avishield IBD Plus;Szczepionka przeciw zakaźnemu zapaleniu torby Fabrycjusza ptaków, żywa;8033829752739
Avishield IBD Plus;Szczepionka przeciw zakaźnemu zapaleniu torby Fabrycjusza ptaków, żywa;8033829752722
Sufentanil hameln;Sufentanilum;04260016656240
Sufentanil hameln;Sufentanilum;04260016656288
Sildenafil Aristo;Sildenafilum;05909991497262
Sildenafil Aristo;Sildenafilum;05909991497279
Sildenafil Aristo;Sildenafilum;05909991497286
Sildenafil Aristo;Sildenafilum;05909991497293
Lenalidomide Teva;Lenalidomidum;05909991470258
Lenalidomide Teva;Lenalidomidum;05909991470265
Lenalidomide Teva;Lenalidomidum;05909991470272
Lenalidomide Teva;Lenalidomidum;05909991470289
Lenalidomide Teva;Lenalidomidum;05909991470296
Lenalidomide Teva;Lenalidomidum;05909991470302
Lenalidomide Teva;Lenalidomidum;05909991497750
Lenalidomide Teva;Lenalidomidum;05909991497767
Lenalidomide Teva;Lenalidomidum;05909991470319
Lenalidomide Teva;Lenalidomidum;05909991470326
Lenalidomide Teva;Lenalidomidum;05909991497736
Lenalidomide Teva;Lenalidomidum;05909991497743
Lenalidomide Teva;Lenalidomidum;05909991470333
Lenalidomide Teva;Lenalidomidum;05909991470340
Infilea;Clobetasoli propionas;05995327185668
Pirfenidone Aurovitas;Pirfenidonum;05909991496715
Pirfenidone Aurovitas;Pirfenidonum;05909991496722
Pirfenidone Aurovitas;Pirfenidonum;05909991496739
Sitagliptin Aurovitas;Sitagliptinum;05909991497408
Sitagliptin Aurovitas;Sitagliptinum;05909991497415
Sitagliptin Aurovitas;Sitagliptinum;05909991497422
Sitagliptin Aurovitas;Sitagliptinum;05909991497439
Sitagliptin Aurovitas;Sitagliptinum;05909991497446
Sitagliptin Aurovitas;Sitagliptinum;05909991497453
Sitagliptin Aurovitas;Sitagliptinum;05909991497460
Sitagliptin Aurovitas;Sitagliptinum;05909991497477
Sitagliptin Aurovitas;Sitagliptinum;05909991497484
Sitagliptin Aurovitas;Sitagliptinum;05909991497491
Sitagliptin Aurovitas;Sitagliptinum;05909991497507
Sitagliptin Aurovitas;Sitagliptinum;05909991497514
Sitagliptin Aurovitas;Sitagliptinum;05909991497521
Sitagliptin Aurovitas;Sitagliptinum;05909991497538
Sitagliptin Aurovitas;Sitagliptinum;05909991497545
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525347
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525354
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525361
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525378
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525385
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525392
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525408
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525415
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525422
Metformin hydrochloride STADA;Metformini hydrochloridum;05909991525439
Ramlolan;Ramiprilum + Amlodipinum;05909991503680
Ramlolan;Ramiprilum + Amlodipinum;05909991503697
Ramlolan;Ramiprilum + Amlodipinum;05909991503703
Ramlolan;Ramiprilum + Amlodipinum;05909991503710
Ramlolan;Ramiprilum + Amlodipinum;05909991503727
Ramlolan;Ramiprilum + Amlodipinum;05909991503734
Ramlolan;Ramiprilum + Amlodipinum;05909991503741
Ramlolan;Ramiprilum + Amlodipinum;05909991503758
Ramlolan;Ramiprilum + Amlodipinum;05909991503765
Ramlolan;Ramiprilum + Amlodipinum;05909991503772
Ramlolan;Ramiprilum + Amlodipinum;05909991503789
Ramlolan;Ramiprilum + Amlodipinum;05909991503796
Ramlolan;Ramiprilum + Amlodipinum;05909991503802
Ramlolan;Ramiprilum + Amlodipinum;05909991503819
Ramlolan;Ramiprilum + Amlodipinum;05909991503826
Ramlolan;Ramiprilum + Amlodipinum;05909991503833
Ramlolan;Ramiprilum + Amlodipinum;05909991503840
Ramlolan;Ramiprilum + Amlodipinum;05909991503857
Ramlolan;Ramiprilum + Amlodipinum;05909991503864
Ramlolan;Ramiprilum + Amlodipinum;05909991503871
Ramlolan;Ramiprilum + Amlodipinum;05909991503987
Ramlolan;Ramiprilum + Amlodipinum;05909991503994
Ramlolan;Ramiprilum + Amlodipinum;05909991504007
Ramlolan;Ramiprilum + Amlodipinum;05909991504014
Ramlolan;Ramiprilum + Amlodipinum;05909991504021
Ramlolan;Ramiprilum + Amlodipinum;05909991504038
Ramlolan;Ramiprilum + Amlodipinum;05909991504045
Ramlolan;Ramiprilum + Amlodipinum;05909991504052
Ramlolan;Ramiprilum + Amlodipinum;05909991504069
Ramlolan;Ramiprilum + Amlodipinum;05909991504076
Ramlolan;Ramiprilum + Amlodipinum;05909991503888
Ramlolan;Ramiprilum + Amlodipinum;05909991503895
Ramlolan;Ramiprilum + Amlodipinum;05909991503901
Ramlolan;Ramiprilum + Amlodipinum;05909991503918
Ramlolan;Ramiprilum + Amlodipinum;05909991503925
Ramlolan;Ramiprilum + Amlodipinum;05909991503932
Ramlolan;Ramiprilum + Amlodipinum;05909991503949
Ramlolan;Ramiprilum + Amlodipinum;05909991503956
Ramlolan;Ramiprilum + Amlodipinum;05909991503963
Ramlolan;Ramiprilum + Amlodipinum;05909991503970
Ramlolan;Ramiprilum + Amlodipinum;05909991504083
Ramlolan;Ramiprilum + Amlodipinum;05909991504090
Ramlolan;Ramiprilum + Amlodipinum;05909991504106
Ramlolan;Ramiprilum + Amlodipinum;05909991504113
Ramlolan;Ramiprilum + Amlodipinum;05909991504120
Ramlolan;Ramiprilum + Amlodipinum;05909991504137
Ramlolan;Ramiprilum + Amlodipinum;05909991504144
Ramlolan;Ramiprilum + Amlodipinum;05909991504151
Ramlolan;Ramiprilum + Amlodipinum;05909991504168
Ramlolan;Ramiprilum + Amlodipinum;05909991504175
Beplasot;Solifenacini succinas + Tamsulosini hydrochloridum;05901720141095
Beplasot;Solifenacini succinas + Tamsulosini hydrochloridum;05901720141101
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519070
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519087
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519094
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519100
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519117
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519124
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519131
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519148
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519155
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519162
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519179
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519186
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519193
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519209
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519216
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519223
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519230
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519247
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519254
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519261
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519278
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991519285
TamisPras DUO;Solifenacini succinas + Tamsulosini hydrochloridum;05909991579746
Multimin;Mangani carbonas + Cupri carbonas + Zinci oxidum + Natrii selenis;5397229000184
Multimin;Mangani carbonas + Cupri carbonas + Zinci oxidum + Natrii selenis;5397229000207
Multimin;Mangani carbonas + Cupri carbonas + Zinci oxidum + Natrii selenis;5397229000702
Mingerlan;Solifenacini succinas + Tamsulosini hydrochloridum;09008732016659
Mingerlan;Solifenacini succinas + Tamsulosini hydrochloridum;09008732016666
Ovamex;Ganirelixum;05060632509246
Lexotan;Bromazepamum;05909991454951
Carzap;Candesartanum cilexetili;05909991455040
Carzap;Candesartanum cilexetili;05909991455057
Carzap;Candesartanum cilexetili;05909991455064
Carzap;Candesartanum cilexetili;05909991455071
Carzap;Candesartanum cilexetili;05909991455101
Carzap;Candesartanum cilexetili;05909991455118
Carzap;Candesartanum cilexetili;05909991455125
Carzap;Candesartanum cilexetili;05909991455132
FDG Pozyton;Fludeoxyglucosum (18F);05909991455149
Hyrimoz;Adalimumabum;07613421130657
Hyrimoz;Adalimumabum;07613421042400
Resbud;Budesonidum;05906720536711
Resbud;Budesonidum;05906720536759
Resbud;Budesonidum;05906720536735
Resbud;Budesonidum;05906720536728
Resbud;Budesonidum;05906720536766
Resbud;Budesonidum;05906720536742
Sortis 80;Atorvastatinum;05909991455187
Sortis 10;Atorvastatinum;05909991455194
Karbicombi;Candesartanum cilexetili + Hydrochlorothiazidum;05909991455361
Karbicombi;Candesartanum cilexetili + Hydrochlorothiazidum;05909991455378
Karbicombi;Candesartanum cilexetili + Hydrochlorothiazidum;05909991455385
Emla Plaster;Lidocainum + Prilocainum;05909991455392
Tadalafil Sandoz;Tadalafilum;05907626709995
Tadalafil Sandoz;Tadalafilum;05909991496364
Fingolimod Fresenius Kabi;Fingolimodum;05909991484200
Fingolimod Fresenius Kabi;Fingolimodum;05909991484217
Fingolimod Fresenius Kabi;Fingolimodum;05909991484224
Drovelis;Drospirenonum + Estetrolum;05997001371442
Drovelis;Drospirenonum + Estetrolum;05997001371596
Drovelis;Drospirenonum + Estetrolum;05997001371619
Drovelis;Drospirenonum + Estetrolum;05997001371602
Fevarin;Fluvoxamini maleas;05909991455514
Fevarin;Fluvoxamini maleas;05909991455521
Alka-Seltzer;Acidum acetylsalicylicum;05909991455569
Surricoxx;Amprolii hydrochloridum;5420041503479
Surricoxx;Amprolii hydrochloridum;5420041503455
Surricoxx;Amprolii hydrochloridum;5420041503462
Valsacor 320 mg tabletki powlekane;Valsartanum;05909991455798
Valsacor 320 mg tabletki powlekane;Valsartanum;05909991479336
Isothesia;Isofluranum;8904026638709
Isothesia;Isofluranum;8904026638716
Hydroxychloroquine Adamed;Hydroxychloroquini sulfas;05909991493912
Hydroxychloroquine Adamed;Hydroxychloroquini sulfas;05909991493929
Hydroxychloroquine Adamed;Hydroxychloroquini sulfas;05909991493936
Hydroxychloroquine Adamed;Hydroxychloroquini sulfas;05909991493943
Hydroxychloroquine Adamed;Hydroxychloroquini sulfas;05909991493950
Hydroxychloroquine Adamed;Hydroxychloroquini sulfas;05909991493967
Panadol Extra;Paracetamolum + Coffeinum;05054563191014
Panadol Extra;Paracetamolum + Coffeinum;05054563190994
Panadol Extra;Paracetamolum + Coffeinum;05909991514273
Panadol Extra;Paracetamolum + Coffeinum;05909991514280
Panadol Extra;Paracetamolum + Coffeinum;05909991514297
Panadol Extra;Paracetamolum + Coffeinum;05909991514303
Floxal;Ofloxacinum;05909991455866
Concor Cor 5;Bisoprololi fumaras;05909991455873
Concor Cor 5;Bisoprololi fumaras;05909991455880
Concor Cor 2,5;Bisoprololi fumaras;05909991455897
Concor Cor 2,5;Bisoprololi fumaras;05909991455903
Diuver;Torasemidum;05909991455910
Sortis 20;Atorvastatinum;05909991455927
Tilminject;Tilmicosinum;5909991455934
Tilminject;Tilmicosinum;5909991455941
Solitombo;Solifenacini succinas + Tamsulosini hydrochloridum;05900411009164
Solitombo;Solifenacini succinas + Tamsulosini hydrochloridum;05900411009171
Solitombo;Solifenacini succinas + Tamsulosini hydrochloridum;05900411009188
Solifenacin succinate + Tamsulosin hydrochloride Adamed;Solifenacini succinas + Tamsulosini hydrochloridum;05909991500535
Solifenacin succinate + Tamsulosin hydrochloride Adamed;Solifenacini succinas + Tamsulosini hydrochloridum;05909991500542
Solifenacin succinate + Tamsulosin hydrochloride Adamed;Solifenacini succinas + Tamsulosini hydrochloridum;05909991500559
Solifenacin succinate + Tamsulosin hydrochloride Adamed;Solifenacini succinas + Tamsulosini hydrochloridum;05909991500566
Ranlosin Duo;Solifenacini succinas + Tamsulosini hydrochloridum;05909991500061
Tamsunorm Combi;Solifenacini succinas + Tamsulosini hydrochloridum;05397258000926
Tamsunorm Combi;Solifenacini succinas + Tamsulosini hydrochloridum;05397313000397
Anvildis Duo;Vildagliptinum + Metformini hydrochloridum;05901812162380
Anvildis Duo;Vildagliptinum + Metformini hydrochloridum;05901812162403
Anvildis Duo;Vildagliptinum + Metformini hydrochloridum;05901812162397
Anvildis Duo;Vildagliptinum + Metformini hydrochloridum;05901812162434
Anvildis Duo;Vildagliptinum + Metformini hydrochloridum;05901812162427
Anvildis Duo;Vildagliptinum + Metformini hydrochloridum;05901812162410
Tacrolimus STADA;Tacrolimusum;05909991729097
Tacrolimus STADA;Tacrolimusum;05909991729103
Lecicarbon;Natrii hydrogenocarbonas + Natrii dihydrogenophosphas;04260017512811
Lecicarbon;Natrii hydrogenocarbonas + Natrii dihydrogenophosphas;04260017512842
Lecicarbon;Natrii hydrogenocarbonas + Natrii dihydrogenophosphas;04260017512828
Lecicarbon;Natrii hydrogenocarbonas + Natrii dihydrogenophosphas;04260017512804
Lecicarbon;Natrii hydrogenocarbonas + Natrii dihydrogenophosphas;04260017512835
Noclaud;Cilostazolum;05909991456085
Noclaud;Cilostazolum;05909991456092
Noclaud;Cilostazolum;05909991456108
Lecicarbon Junior;Natrii hydrogenocarbonas + Natrii dihydrogenophosphas;04260017512859
Lecicarbon Junior;Natrii hydrogenocarbonas + Natrii dihydrogenophosphas;04260017512866
Xarelto;Rivaroxabanum;04057598013802
Xarelto;Rivaroxabanum;04057598013796
Xarelto;Rivaroxabanum;04057598030274
Xarelto;Rivaroxabanum;04057598030281
Sortis 40;Atorvastatinum;05909991456115
Sortis 20;Atorvastatinum;05909991456146
ASARIS pMDI;Salmeterolum + Fluticasoni propionas;05909991535810
Esomeprazol Towa;Esomeprazolum;05909991508135
Esomeprazol Towa;Esomeprazolum;05909991508098
Esomeprazol Towa;Esomeprazolum;05909991508081
Esomeprazol Towa;Esomeprazolum;05909991508142
Esomeprazol Towa;Esomeprazolum;05909991508111
Esomeprazol Towa;Esomeprazolum;05909991508104
Esomeprazol Towa;Esomeprazolum;05909991508128
Esomeprazol Towa;Esomeprazolum;05909991508203
Esomeprazol Towa;Esomeprazolum;05909991508173
Esomeprazol Towa;Esomeprazolum;05909991508210
Esomeprazol Towa;Esomeprazolum;05909991508180
Esomeprazol Towa;Esomeprazolum;05909991508197
Esomeprazol Towa;Esomeprazolum;05909991508166
Esomeprazol Towa;Esomeprazolum;05909991508159
Belara;Ethinylestradiolum + Chlormadinoni acetas;05909991456313
Dexak 50;Dexketoprofenum;05909991456320
Efferalgan Codeine;Paracetamolum + Codeini phosphas hemihydricus;05909991456337
Ketoprocen;Ketoprofenum;8435384060210
Ketoprocen;Ketoprofenum;8435384060289
Ketoprocen;Ketoprofenum;8435384060227
Ketoprocen;Ketoprofenum;8435384060234
Ketoprocen;Ketoprofenum;8435384060272
Ketoprocen;Ketoprofenum;8435384060265
Latroxin;Tulathromycinum;8436542081566
Latroxin;Tulathromycinum;8436542081559
Flixodil Combo;Salmeterolum + Fluticasoni propionas;05909991477417
Flixodil Combo;Salmeterolum + Fluticasoni propionas;05909991477424
Flixodil Combo;Salmeterolum + Fluticasoni propionas;05909991477431
Menero;Tadalafilum;05909991520403
Menero;Tadalafilum;05909991520410
Duphaston;Dydrogesteronum;05909991456375
Tacrolimus STADA;Tacrolimusum;05909991729127
Tacrolimus STADA;Tacrolimusum;05909991729110
Sugammadex Stada;Sugammadexum;05909991508494
Sugammadex Stada;Sugammadexum;05909991508500
Lorazepam TZF;Lorazepamum;05904016022467
Lorazepam TZF;Lorazepamum;05904016022504
Lorazepam TZF;Lorazepamum;05904016022498
Lorazepam TZF;Lorazepamum;05904016022474
Lorazepam TZF;Lorazepamum;05904016022528
Lorazepam TZF;Lorazepamum;05904016022511
Lorazepam TZF;Lorazepamum;05904016022481
Lorazepam TZF;Lorazepamum;05904016022559
Lorazepam TZF;Lorazepamum;05904016022566
Lorazepam TZF;Lorazepamum;05904016022597
Lorazepam TZF;Lorazepamum;05904016022580
Lorazepam TZF;Lorazepamum;05904016022542
Lorazepam TZF;Lorazepamum;05904016022535
Lorazepam TZF;Lorazepamum;05904016022573
Lorazepam TZF;Lorazepamum;05904016022610
Lorazepam TZF;Lorazepamum;05904016022641
Lorazepam TZF;Lorazepamum;05904016022665
Lorazepam TZF;Lorazepamum;05904016022634
Lorazepam TZF;Lorazepamum;05904016022603
Lorazepam TZF;Lorazepamum;05904016022658
Lorazepam TZF;Lorazepamum;05904016022627
Brastib;Lapatinibum;05909991507817
Brastib;Lapatinibum;05909991507824
Brastib;Lapatinibum;05909991507831
Omeprazole Noridem;Omeprazolum;05208063004859
Omeprazole Noridem;Omeprazolum;05208063004866
Omeprazole Noridem;Omeprazolum;05208063004873
Omeprazole Noridem;Omeprazolum;05208063004880
Fulvestrant Eugia;Fulvestrantum;05909991513351
Fulvestrant Eugia;Fulvestrantum;05909991513368
Fulvestrant Eugia;Fulvestrantum;05909991513375
Fulvestrant Eugia;Fulvestrantum;05909991513382
Fulvestrant Eugia;Fulvestrantum;05909991513399
Fulvestrant Eugia;Fulvestrantum;05909991513405
Medoxa;Prednisonum;05903060627338
Medoxa;Prednisonum;05903060627345
Medoxa;Prednisonum;05903060627291
Medoxa;Prednisonum;05903060627314
Medoxa;Prednisonum;05903060627352
Medoxa;Prednisonum;05903060627383
Medoxa;Prednisonum;05903060627406
Medoxa;Prednisonum;05903060627420
Medoxa;Prednisonum;05903060627444
Esotkaleno;Prednisonum;05909991529338
Esotkaleno;Prednisonum;05909991529345
Esotkaleno;Prednisonum;05909991529321
Esotkaleno;Prednisonum;05909991529390
Esotkaleno;Prednisonum;05909991529352
Mensinorm Set;Menotropinum;08033638959138
Treftenin;Apixabanum;05909991535872
Treftenin;Apixabanum;05909991535889
Treftenin;Apixabanum;05909991535896
Treftenin;Apixabanum;05909991535902
Treftenin;Apixabanum;05909991535919
Treftenin;Apixabanum;05909991535926
Treftenin;Apixabanum;05909991535933
Treftenin;Apixabanum;05909991535940
Treftenin;Apixabanum;05909991535957
Treftenin;Apixabanum;05909991535964
Treftenin;Apixabanum;05909991536084
Treftenin;Apixabanum;05909991536091
Treftenin;Apixabanum;05909991536107
Treftenin;Apixabanum;05909991536114
Treftenin;Apixabanum;05909991536121
Treftenin;Apixabanum;05909991536138
Treftenin;Apixabanum;05909991536145
Treftenin;Apixabanum;05909991536152
Treftenin;Apixabanum;05909991536169
Treftenin;Apixabanum;05909991536176
Treftenin;Apixabanum;05909991536183
Treftenin;Apixabanum;05909991536190
Treftenin;Apixabanum;05909991536206
Treftenin;Apixabanum;05909991536213
Treftenin;Apixabanum;05909991536220
Treftenin;Apixabanum;05909991536237
Treftenin;Apixabanum;05909991536244
Ansifora;Sitagliptinum;05901812162656
Ansifora;Sitagliptinum;05901812162649
Ansifora;Sitagliptinum;05901812162632
Ansifora;Sitagliptinum;05901812162663
Ansifora;Sitagliptinum;05901812162670
Ansifora;Sitagliptinum;05901812162489
Ansifora;Sitagliptinum;05901812162687
Ansifora;Sitagliptinum;05901812162625
Ansifora;Sitagliptinum;05901812162496
Ansifora;Sitagliptinum;05901812162502
Ansifora;Sitagliptinum;05901812162519
Ansifora;Sitagliptinum;05901812162540
Ansifora;Sitagliptinum;05901812162526
Ansifora;Sitagliptinum;05901812162533
Ansifora;Sitagliptinum;05901812162595
Ansifora;Sitagliptinum;05901812162564
Ansifora;Sitagliptinum;05901812162717
Ansifora;Sitagliptinum;05901812162571
Ansifora;Sitagliptinum;05901812162601
Ansifora;Sitagliptinum;05901812162755
Ansifora;Sitagliptinum;05901812162724
Ansifora;Sitagliptinum;05901812162694
Ansifora;Sitagliptinum;05901812162748
Ansifora;Sitagliptinum;05901812162557
Ansifora;Sitagliptinum;05901812162618
Ansifora;Sitagliptinum;05901812162700
Ansifora;Sitagliptinum;05901812162731
Ansifora;Sitagliptinum;05901812162588
Cabazitaxel Medical Valley;Cabazitaxelum;05909991478100
Aciclovir Altan;Aciclovirum;05909991492847
Aciclovir Altan;Aciclovirum;05909991492854
Coccibal;Amprolium hydrochloride;8435317207828
Coccibal;Amprolium hydrochloride;8435317207842
Coccibal;Amprolium hydrochloride;8435317207835
Fulvestrant Medical Valley;Fulvestrantum;05909991479206
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991531669
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991531676
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991531683
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991531690
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991531706
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991531713
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532284
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532291
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532307
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532314
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532321
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532338
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532345
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532352
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532369
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532376
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532383
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532390
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532406
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532413
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532420
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532437
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532444
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532451
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532468
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532475
Ropivacaine Kabi;Ropivacaini hydrochloridum;05909991532482
Dopegyt;Methyldopum;05909991456658
Dervatan;Chondroitini natrii sulfas;05909991589844
Dervatan;Chondroitini natrii sulfas;05909991589851
Zentel;Albendazolum;05909991456672
Zentel;Albendazolum;05909991456689
Zentel;Albendazolum;05909991456696
Diclac 150 Duo;Diclofenacum natricum;05909991456702
Diclac 150 Duo;Diclofenacum natricum;05909991456719
Flukofemin One;Fluconazolum;05909991508227
Insistor;Metadon;5909991456733
Insistor;Metadon;5909991456740
Concor 5;Bisoprololi fumaras;05909991456771
Aryfrenix;Aripiprazolum;05909991476748
Aryfrenix;Aripiprazolum;05909991476755
Aryfrenix;Aripiprazolum;05909991476762
Aryfrenix;Aripiprazolum;05909991476779
Aryfrenix;Aripiprazolum;05909991476786
Aryfrenix;Aripiprazolum;05909991476793
Aryfrenix;Aripiprazolum;05909991476809
Aryfrenix;Aripiprazolum;05909991476816
Aryfrenix;Aripiprazolum;05909991476823
Aryfrenix;Aripiprazolum;05909991476830
Aryfrenix;Aripiprazolum;05909991476847
Prestarium 5 mg;Perindoprilum argininum;05909991456948
Gopten 2,0;Trandolaprilum;05909991516048
Montelukast Sandoz;Montelukastum;05909991457013
Zyrtec;Cetirizini dihydrochloridum;05909991457020
Spamilan;Buspironi hydrochloridum;05909991457099
Sentino;Doxylamini hydrogenosuccinas;05909991468040
Sentino;Doxylamini hydrogenosuccinas;05909991468033
Sentino;Doxylamini hydrogenosuccinas;05904569255077
SENTINO Forte;Doxylamini hydrogenosuccinas;05909991468064
SENTINO Forte;Doxylamini hydrogenosuccinas;05909991468057
Torsemed;Torasemidum;05909991457525
Torsemed;Torasemidum;05909991457532
